"Food","FCDB Food ID","Serving Size or CSM","Serving Size Unit","Quantity per 100 g","Nutrient Unit","Quantity per serve","Nutrient Unit","%DI Per Serve"
"Tomato, assorted flavours, canned, undrained, salt added, Wattie's®","X1127","80","g","0.0","g","0.0","g",""
"Tomato, canned in tomato juice, assorted flavours, canned, undrained, salt added","X1126","80","g","0.0","g","0.0","g",""
"Cauliflower, boiled, drained, no salt added","X1129","80","g","0.0","g","0.0","g",""
"Cauliflower, fresh, raw","X1128","80","g","0.0","g","0.0","g",""
"Onion, brown, flesh, fresh, raw","X1130","80","g","0.0","g","0.0","g",""
"Salsify, flesh, boiled, drained, no salt added","X113","80","g","0.0","g","0.0","g",""
"Spring onion, bulb and stalk, fresh, raw","X1132","80","g","0.0","g","0.0","g",""
"Onion, brown, flesh, fresh, sautéed","X1131","80","g","0.0","g","0.0","g",""
"Pea, green, raw, frozen","X1134","80","g","0.0","g","0.0","g",""
"Spring onion, bulb and stalk, fresh, sautéed","X1133","80","g","0.0","g","0.0","g",""
"Potato, flesh & skin, raw, floury, new (April)","X1136","135","g","0.0","g","0.0","g",""
"Pea, green, frozen, boiled, drained, no salt added","X1135","80","g","0.0","g","0.0","g",""
"Potato, flesh & skin, baked without oil, no added salt, floury, new (April)","X1137","135","g","0.0","g","0.0","g",""
"Potato, flesh, fried in canola oil, no salt added, floury, new (April)","X1141","135","g","0.0","g","0.0","g",""
"Potato, flesh, raw, floury, new (April)","X1138","135","g","0.0","g","0.0","g",""
"Potato, flesh, boiled, drained, mashed, no salt added, floury, new (April)","X1139","135","g","0.0","g","0.0","g",""
"Sea kale, stalk, boiled, drained, no salt added","X114","80","g","0.0","g","0.0","g",""
"Potato, flesh & skin, raw, waxy potatoes for boiling, new (April)","X1143","135","g","0.0","g","0.0","g",""
"Chickpea, canned in brine, drained","X1146","80","g","0.0","g","0.0","g",""
"Potato, flesh & skin, waxy, boiled, drained, no salt added (April)","X1145","135","g","0.0","g","0.0","g",""
"Bean, mixed beans, canned in brine, drained","X1148","80","g","0.0","g","0.0","g",""
"Red kidney bean, canned in brine, drained","X1147","80","g","0.0","g","0.0","g",""
"Cannellini bean, canned in brine, drained","X1149","80","g","0.0","g","0.0","g",""
"Chilli bean, canned in chilli sauce, undrained","X1150","80","g","0.0","g","0.0","g",""
"Tofu, soy bean curd, regular, firm, stir-fried, no salt added","X1152","80","g","0.0","g","0.0","g",""
"Tofu, soy bean curd, regular, firm, raw","X1151","80","g","0.0","g","0.0","g",""
"Sweet corn, kernel, fresh, raw","X1154","80","g","0.0","g","0.0","g",""
"Tofu, soy bean curd, regular, firm, simmered or pouched, no salt added","X1153","80","g","0.0","g","0.0","g",""
"Sweet corn, kernel, fresh, microwaved, no salt added","X1156","80","g","0.0","g","0.0","g",""
"Sweet corn, kernel, fresh, boiled, drained, no salt added","X1155","80","g","0.0","g","0.0","g",""
"Sweet corn, creamed, canned","X1158","80","g","0.0","g","0.0","g",""
"Sweet corn, kernel, canned, drained","X1157","80","g","0.0","g","0.0","g",""
"Sweet corn, kernel, frozen, boiled, drained, no salt added","X1160","80","g","0.0","g","0.0","g",""
"Sweet corn, kernel, frozen, raw","X1159","80","g","0.0","g","0.0","g",""
"Leek, bulb & stalk, fresh, stir-fried, no salt added","X1162","80","g","0.0","g","0.0","g",""
"Leek, stalk and bulb, fresh, raw","X1161","80","g","0.0","g","0.0","g",""
"Kale, fresh, sautéed with oil, no salt added","X1164","80","g","0.0","g","0.0","g",""
"Kale, fresh, raw","X1163","80","g","0.0","g","0.0","g",""
"Beetroot, peeled, fresh, raw","X1165","80","g","0.0","g","0.0","g",""
"Swede, peeled, fresh, raw","X1167","80","g","0.0","g","0.0","g",""
"Beetroot, peeled, fresh, roasted, no salt added","X1166","80","g","0.0","g","0.0","g",""
"Potato, flesh & skin, raw, floury, old (October)","X1169","135","g","0.0","g","0.0","g",""
"Swede, peeled, fresh, boiled, drained, no salt added","X1168","80","g","0.0","g","0.0","g",""
"Potato, flesh, raw, floury, old (October)","X1171","135","g","0.0","g","0.0","g",""
"Potato, flesh & skin, floury, baked without oil, no added salt, old (October)","X1170","135","g","0.0","g","0.0","g",""
"Potato, flesh, floury, fried in canola oil, no salt added, old (October)","X1173","135","g","0.0","g","0.0","g",""
"Potato, flesh, floury, boiled, drained, mashed, no salt added, old (October)","X1172","135","g","0.0","g","0.0","g",""
"Potato, flesh & skin, waxy, boiled, drained, no salt added, old (October)","X1175","135","g","0.0","g","0.0","g",""
"Potato, flesh & skin, raw, waxy, old (October)","X1174","135","g","0.0","g","0.0","g",""
"Potato, flesh & skin, floury, baked without oil, no added salt","X1177","135","g","0.0","g","0.0","g",""
"Potato, flesh & skin, raw, floury","X1176","135","g","0.0","g","0.0","g",""
"Potato, flesh, floury, boiled, drained, mashed, no salt added","X1179","135","g","0.0","g","0.0","g",""
"Potato, flesh, raw, floury","X1178","135","g","0.0","g","0.0","g",""
"Potato, flesh & skin, raw, waxy","X1183","135","g","0.0","g","0.0","g",""
"Potato, flesh, floury, fried in canola oil, no salt added","X1181","135","g","0.0","g","0.0","g",""
"Potato, flesh & skin, waxy, boiled, drained, no salt added","X1184","135","g","0.0","g","0.0","g",""
"Pumpkin, Kumi Kumi, flesh and skin, fresh, boiled, drained, no salt added","X1186","80","g","0.0","g","0.0","g",""
"Pumpkin,  flesh and skin, fresh, raw, Kumi Kumi","X1185","80","g","0.0","g","0.0","g",""
"Mushroom, button, white or brown,  fresh, boiled, drained, no salt added","X1189","80","g","0.0","g","0.0","g",""
"Mushroom, button, white or brown, fresh, raw","X1187","80","g","0.0","g","0.0","g",""
"Banana, green, cooking, peeled, fresh, raw","X1191","80","g","0.0","g","0.0","g",""
"Mushroom, button, white or brown, fresh, baked, no added fat","X1190","80","g","0.0","g","0.0","g",""
"Banana, green, cooking, deep-fried in oil","X1193","80","g","0.0","g","0.0","g",""
"Banana, green, cooking, peeled, boiled, drained","X1192","80","g","0.0","g","0.0","g",""
"Mixed vegetables, beans, carrots, corn & peas, frozen, boiled, drained, no salt added","X1198","80","g","0.0","g","0.0","g",""
"Mixed vegetables, beans, carrots, corn & peas, frozen, raw","X1197","80","g","0.0","g","0.0","g",""
"Bean, mung, seed, dry","X12","80","g","0.0","g","0.0","g",""
"Mixed vegetables, carrots, corn & peas, frozen, raw","X1199","80","g","0.0","g","0.0","g",""
"Squash, flesh, raw","X120","80","g","0.0","g","0.0","g",""
"Mixed vegetables, carrots, corn & peas, frozen, boiled and drained, no salt added","X1200","80","g","0.0","g","0.0","g",""
"Mixed vegetables, corn & peas, frozen, boiled and drained, no salt added","X1202","80","g","0.0","g","0.0","g",""
"Mixed vegetables, corn & peas, frozen, raw","X1201","80","g","0.0","g","0.0","g",""
"Squash, hybrid, flesh, raw","X121","80","g","0.0","g","0.0","g",""
"Tomato, red, medium to large size, fresh, ripe, raw, NZ and imported, July","X1212","80","g","0.0","g","0.0","g",""
"Tomato, red, medium to large size, fresh, ripe, raw, NZ grown, January","X1211","80","g","0.0","g","0.0","g",""
"Tomato, red, small, cocktail, fresh, ripe, raw, NZ grown","X1214","80","g","0.0","g","0.0","g",""
"Tomato, red, medium to large size, fresh, ripe, raw, all year round","X1213","80","g","0.0","g","0.0","g",""
"Cauliflower, floret, frozen, unprepared","X1216","80","g","0.0","g","0.0","g",""
"Tomato, red, bite-sized cherry, fresh, ripe, raw","X1215","80","g","0.0","g","0.0","g",""
"Cauliflower, floret, frozen, steamed or microwaved, no salt added","X1218","80","g","0.0","g","0.0","g",""
"Cauliflower, floret, frozen, boiled, drained, no salt added","X1217","80","g","0.0","g","0.0","g",""
"Broccoli, floret, frozen, boiled, drained, no salt added","X1220","80","g","0.0","g","0.0","g",""
"Broccoli, floret, frozen, unprepared","X1219","80","g","0.0","g","0.0","g",""
"Bean, green, frozen, unprepared","X1222","80","g","0.0","g","0.0","g",""
"Broccoli, floret, frozen, steamed or microwaved, no salt added","X1221","80","g","0.0","g","0.0","g",""
"Bean, butter bean, frozen, unprepared","X1224","80","g","0.0","g","0.0","g",""
"Bean, green, frozen, boiled, drained, no salt added","X1223","80","g","0.0","g","0.0","g",""
"Bean, butter bean, frozen, steamed or microwaved, no salt added","X1226","80","g","0.0","g","0.0","g",""
"Bean, butter bean, frozen, boiled, drained, no salt added","X1225","80","g","0.0","g","0.0","g",""
"Carrot, cubed or sliced, frozen, boiled, drained, no salt added","X1228","80","g","0.0","g","0.0","g",""
"Carrot, cubed or sliced, frozen, unprepared","X1227","80","g","0.0","g","0.0","g",""
"Sugar snap pea, frozen, unprepared","X1231","80","g","0.0","g","0.0","g",""
"Capsicum, red, sliced, frozen, unprepared","X1229","80","g","0.0","g","0.0","g",""
"Sugar snap pea, frozen, steamed or microwaved, no salt added","X1235","80","g","0.0","g","0.0","g",""
"Sugar snap pea, frozen, boiled, drained, no salt added","X1234","80","g","0.0","g","0.0","g",""
"Onion, sliced or diced, frozen, unprepared","X1236","80","g","0.0","g","0.0","g",""
"Spinach, chopped, frozen, boiled, undrained, no salt added","X1239","80","g","0.0","g","0.0","g",""
"Spinach, chopped, frozen, unprepared","X1238","80","g","0.0","g","0.0","g",""
"Kale, chopped, frozen, unprepared","X1240","80","g","0.0","g","0.0","g",""
"Mixed vegetables, broccoli (50%) & cauliflower (50%), frozen, unprepared","X1242","80","g","0.0","g","0.0","g",""
"Kale, chopped, frozen, steamed, no salt added","X1241","80","g","0.0","g","0.0","g",""
"Mixed vegetables, broccoli, carrots & cauliflower, frozen, unprepared","X1244","80","g","0.0","g","0.0","g",""
"Mixed vegetables, broccoli (50%) & cauliflower (50%), frozen, steam or microwaved, no salt added","X1243","80","g","0.0","g","0.0","g",""
"Bean, green, frozen, steamed or microwaved, no salt added","X1247","80","g","0.0","g","0.0","g",""
"Mixed vegetables, broccoli, carrots & cauliflower, frozen, boiled, drained, no salt added","X1246","80","g","0.0","g","0.0","g",""
"Tomato, canned, drained","X125","80","g","0.0","g","0.0","g",""
"Pea, yellow, split, dry, boiled, drained, no salt added","X1253","80","g","0.0","g","0.0","g",""
"Pea, green, split, dry, boiled, drained, no salt added","X1255","80","g","0.0","g","0.0","g",""
"Red cabbage, raw, fresh","X1257","80","g","0.0","g","0.0","g",""
"Chickpea (channa dhal), split, seed coat removed, raw, dry","X1256","224","g","0.0","g","0.0","g",""
"Red cabbage, stir-fried with oil","X1259","80","g","0.0","g","0.0","g",""
"Red Cabbage, steamed","X1258","80","g","0.0","g","0.0","g",""
"Tomato, whole, fried in dripping","X126","80","g","0.0","g","0.0","g",""
"Savoy cabbage, raw, fresh","X1260","80","g","0.0","g","0.0","g",""
"Savoy cabbage, stir-fried with oil","X1262","80","g","0.0","g","0.0","g",""
"Savoy cabbage, steamed","X1261","80","g","0.0","g","0.0","g",""
"Iceberg lettuce, green, raw, fresh","X1264","40","g","0.0","g","0.0","g",""
"Sauerkraut, canned, undrained, shelf stable","X1263","80","g","0.0","g","0.0","g",""
"Red lettuce, raw, fresh","X1266","40","g","0.0","g","0.0","g",""
"Green lettuce, assorted varieties, raw, fresh","X1265","40","g","0.0","g","0.0","g",""
"Spinach, baby leaf, raw, fresh","X1267","40","g","0.0","g","0.0","g",""
"Onion, red, flesh, raw, fresh","X1269","80","g","0.0","g","0.0","g",""
"Kale, baby leaf, raw, fresh","X1268","40","g","0.0","g","0.0","g",""
"Squash, buttercup, flesh, raw, fresh","X1271","80","g","0.0","g","0.0","g",""
"Onion, red, flesh, fresh, sautéed with oil","X1270","80","g","0.0","g","0.0","g",""
"Squash, buttercup, flesh and skin, raw, fresh","X1273","80","g","0.0","g","0.0","g",""
"Squash, buttercup, flesh, steamed, no salt added","X1272","80","g","0.0","g","0.0","g",""
"Watercress, leafy vegetable, raw, fresh","X1280","40","g","0.0","g","0.0","g",""
"Radish, unpeeled, raw, fresh","X1274","80","g","0.0","g","0.0","g",""
"Sauerkraut, undrained, refrigerated","X1279","80","g","0.0","g","0.0","g",""
"Turnip, leaves, boiled, drained, no salt added","X128","80","g","0.0","g","0.0","g",""
"Cassava, root tuber, frozen, peeled, raw","X1282","80","g","0.0","g","0.0","g",""
"Watercress, sautéed with olive oil","X1281","80","g","0.0","g","0.0","g",""
"Cassava, root tuber, frozen, peeled, boiled, drained, no salt added","X1283","80","g","0.0","g","0.0","g",""
"Sprout, mung bean, raw","X1285","35","g","0.0","g","0.0","g",""
"Sprout, alfalfa, raw","X1284","35","g","0.0","g","0.0","g",""
"Turnip, root, flesh, boiled, drained, no salt added","X129","80","g","0.0","g","0.0","g",""
"Turnip, root, flesh, raw","X130","80","g","0.0","g","0.0","g",""
"Asparagus, canned, drained","X134","80","g","0.0","g","0.0","g",""
"Bean, broad, boiled, drained, no salt added","X138","80","g","0.0","g","0.0","g",""
"Bean, adzuki, boiled, drained, no salt added","X136","80","g","0.0","g","0.0","g",""
"Bean, black, boiled, drained, no salt added","X137","80","g","0.0","g","0.0","g",""
"Choko, flesh, cooked","X142","80","g","0.0","g","0.0","g",""
"Bean, butter bean, seeds with pod, boiled, drained, no salt added","X139","80","g","0.0","g","0.0","g",""
"Bean, red kidney, seed, dry","X14","80","g","0.0","g","0.0","g",""
"Pumpkin, flesh, boiled, drained, no salt added","X147","80","g","0.0","g","0.0","g",""
"Gherkin, pickled, in sweetened brine, drained","X143","20","g","0.0","g","0.0","g",""
"Onion, pickled","X146","25","g","0.0","g","0.0","g",""
"Pumpkin, flesh, baked","X148","80","g","0.0","g","0.0","g",""
"Potato, Rua, flesh, microwaved, salt added","X154","135","g","0.0","g","0.0","g",""
"Bean, wax, seeds with pod, raw","X15","80","g","0.0","g","0.0","g",""
"Potato, fries, fried in butter, salt added","X155","100","g","0.0","g","0.0","g",""
"Artichoke, globe, boiled, drained, no salt added","X2","80","g","0.0","g","0.0","g",""
"Squash, buttercup, skin, raw","X178","80","g","0.0","g","0.0","g",""
"Puwha, Sow Thistle, leaves & upper stem, boiled, drained, no salt added","X181","80","g","0.0","g","0.0","g",""
"Seaweed, Karengo, boiled","X184","80","g","0.0","g","0.0","g",""
"Squash, buttercup, skin, steamed","X229","80","g","0.0","g","0.0","g",""
"Bean, soy, seed, dried","X230","40","g","0.0","g","0.0","g",""
"Taro, leaves, raw","X249","40","g","0.0","g","0.0","g",""
"Garden cress, leaves & stems, raw","X239","40","g","0.0","g","0.0","g",""
"Cabbage, savoy, boiled, drained, no salt added","X24","80","g","0.0","g","0.0","g",""
"Water chestnut, corm, canned, drained","X257","45","g","0.0","g","0.0","g",""
"Cabbage, Chinese, cooked","X250","80","g","0.0","g","0.0","g",""
"Cabbage, Chinese, raw","X251","80","g","0.0","g","0.0","g",""
"Bamboo shoot, canned, drained","X258","45","g","0.0","g","0.0","g",""
"Garlic, raw, peeled","X260","5","g","0.0","g","0.0","g",""
"Corn, baby sweet corn, canned, drained","X259","80","g","0.0","g","0.0","g",""
"Sprout, alfalfa and radish, raw","X267","35","g","0.0","g","0.0","g",""
"Snow pea shoot, raw","X269","80","g","0.0","g","0.0","g",""
"Sprout, alfalfa and onion, raw","X268","35","g","0.0","g","0.0","g",""
"Ginger, raw, peeled","X273","13","g","0.0","g","0.0","g",""
"Mushroom, canned, drained","X282","80","g","0.0","g","0.0","g",""
"Capsicum, red, boiled","X276","80","g","0.0","g","0.0","g",""
"Bean, lima, dried, boiled, drained, no salt added","X277","80","g","0.0","g","0.0","g",""
"Chives, raw","X278","3","g","0.0","g","0.0","g",""
"Pumpkin, flesh & skin, roasted","X292","80","g","0.0","g","0.0","g",""
"Pepper, red chilli, flesh, raw","X287","80","g","0.0","g","0.0","g",""
"Sprouts, soybean, raw","X289","35","g","0.0","g","0.0","g",""
"Tomato, sun-dried","X295","25","g","0.0","g","0.0","g",""
"Mixed vegetable, carrot & parsnip, flesh, boiled, drained, no salt added","X293","80","g","0.0","g","0.0","g",""
"Chicory, boiled in salted water","X294","80","g","0.0","g","0.0","g",""
"Carrot, Red Cored Chantenay, frozen, raw,","X30","80","g","0.0","g","0.0","g",""
"Mushroom, fried in butter","X298","80","g","0.0","g","0.0","g",""
"Jerusalem artichoke, flesh, boiled, drained, no salt added","X3","80","g","0.0","g","0.0","g",""
"Kohlrabi, bulb, raw","X306","80","g","0.0","g","0.0","g",""
"Artichoke, California","X302","80","g","0.0","g","0.0","g",""
"Lettuce, hydroponic varieties, raw","X305","40","g","0.0","g","0.0","g",""
"Lettuce, cos, raw","X307","40","g","0.0","g","0.0","g",""
"Ginger, raw","X310","11","g","0.0","g","0.0","g",""
"Edible Hibiscus, leaves, raw","X312","40","g","0.0","g","0.0","g",""
"Potato, fries, crinkle cut, crunch, frozen, precooked in polyunsaturated oil, baked","X313","100","g","0.0","g","0.0","g",""
"Potato, wedges, coated, frozen, precooked in beef fat, baked","X315","100","g","0.0","g","0.0","g",""
"Potato, wedges, frozen, precooked in polyunsaturated oil, baked","X314","100","g","0.0","g","0.0","g",""
"Potato, fries, shoestring cut, frozen, precooked in beef fat, baked","X318","100","g","0.0","g","0.0","g",""
"Potato, fries, straight cut, crunch, frozen, precooked in beef fat, baked","X316","100","g","0.0","g","0.0","g",""
"Potato, fries, crinkle cut, crunch, frozen, precooked in beef fat, baked","X317","100","g","0.0","g","0.0","g",""
"Potato, fries, straight cut, frozen, precooked in beef fat, baked","X319","100","g","0.0","g","0.0","g",""
"Potato, fries, shoestring cut, frozen, precooked in polyunsaturated oil, baked","X321","100","g","0.0","g","0.0","g",""
"Carrot, canned, drained","X32","80","g","0.0","g","0.0","g",""
"Potato, fries, chunky cut, frozen, precooked in polyunsaturated oil, baked","X324","100","g","0.0","g","0.0","g",""
"Potato, fries, crinkle cut, frozen, precooked in beef fat, baked","X320","100","g","0.0","g","0.0","g",""
"Potato, fries, straight cut, frozen, precooked in polyunsaturated oil, baked","X322","100","g","0.0","g","0.0","g",""
"Potato, fries, crinkle cut, frozen, precooked in polyunsaturated oil, baked","X323","100","g","0.0","g","0.0","g",""
"Potato, fries, straight cut, frozen, precooked in canola oil, baked","X326","100","g","0.0","g","0.0","g",""
"Potato, wedges, frozen, precooked in canola oil, baked","X325","100","g","0.0","g","0.0","g",""
"Potato, fries, chunky cut, frozen, precooked in canola oil, baked","X327","100","g","0.0","g","0.0","g",""
"Potato, fries, crinkle cut, frozen, precooked in beef fat & vegetable oil, baked","X329","100","g","0.0","g","0.0","g",""
